Borough,Sector,Year,Employee jobs
Barnet,Other services,2008,3500
Barnet,Primary & Utilities,2009,600
Barnet,Manufacturing,2009,3000
Barnet,Construction,2009,5000
Barnet,Wholesale,2009,7000
Barnet,Retail,2009,16000
Barnet,Transportation and Storage,2009,3000
Barnet,Accomodation and food service activities,2009,9000
Barnet,Information and Communication,2009,4500
Barnet,Financial and insurance activities,2009,2500
Barnet,"Professional, Real Estate, Scientific and technical activities",2009,14000
Barnet,Administrative and support service activities,2009,8000
Barnet,Public Admin and defence,2009,8000
Barnet,Education,2009,13000
Barnet,Health,2009,16000
Barnet,"Arts, entertainment and recreation",2009,3000
Barnet,Other services,2009,3000
Barnet,Primary & Utilities,2010,450
Barnet,Manufacturing,2010,3000
Barnet,Construction,2010,6000
Barnet,Wholesale,2010,6000
Barnet,Retail,2010,15000
Barnet,Transportation and Storage,2010,3500
Barnet,Accomodation and food service activities,2010,8000
Barnet,Information and Communication,2010,4500
Barnet,Financial and insurance activities,2010,2250
Barnet,"Professional, Real Estate, Scientific and technical activities",2010,15000
Barnet,Administrative and support service activities,2010,8000
Barnet,Public Admin and defence,2010,6000
Barnet,Education,2010,13000
Barnet,Health,2010,16000
Barnet,"Arts, entertainment and recreation",2010,2500
Barnet,Other services,2010,3500
Barnet,Primary & Utilities,2011,500
Barnet,Manufacturing,2011,3000
Barnet,Construction,2011,6000
Barnet,Wholesale,2011,6000
Barnet,Retail,2011,16000
Barnet,Transportation and Storage,2011,3000
Barnet,Accomodation and food service activities,2011,8000
Barnet,Information and Communication,2011,5000
Barnet,Financial and insurance activities,2011,2000
Barnet,"Professional, Real Estate, Scientific and technical activities",2011,13000
Barnet,Administrative and support service activities,2011,8000
Barnet,Public Admin and defence,2011,6000
Barnet,Education,2011,14000
Barnet,Health,2011,16000
Barnet,"Arts, entertainment and recreation",2011,3000
Barnet,Other services,2011,3500
Barnet,Primary & Utilities,2012,450
Barnet,Manufacturing,2012,2500
Barnet,Construction,2012,6000
Barnet,Wholesale,2012,7000
Barnet,Retail,2012,16000
Barnet,Transportation and Storage,2012,3000
Barnet,Accomodation and food service activities,2012,8000
Barnet,Information and Communication,2012,4000
Barnet,Financial and insurance activities,2012,2250
Barnet,"Professional, Real Estate, Scientific and technical activities",2012,15000
Barnet,Administrative and support service activities,2012,8000
Barnet,Public Admin and defence,2012,6000
Barnet,Education,2012,14000
Barnet,Health,2012,18000
Barnet,"Arts, entertainment and recreation",2012,2500
Barnet,Other services,2012,3500
Barnet,Primary & Utilities,2013,500
Barnet,Manufacturing,2013,2250
Barnet,Construction,2013,6000
Barnet,Wholesale,2013,7000
Barnet,Retail,2013,16000
Barnet,Transportation and Storage,2013,3500
Barnet,Accomodation and food service activities,2013,8000
Barnet,Information and Communication,2013,4500
Barnet,Financial and insurance activities,2013,2000
Barnet,"Professional, Real Estate, Scientific and technical activities",2013,16000
Barnet,Administrative and support service activities,2013,9000
Barnet,Public Admin and defence,2013,5000
Barnet,Education,2013,14000
Barnet,Health,2013,19000
Barnet,"Arts, entertainment and recreation",2013,3000
Barnet,Other services,2013,3500
Barnet,Primary & Utilities,2014,400
Barnet,Manufacturing,2014,3000
Barnet,Construction,2014,6000
Barnet,Wholesale,2014,6000
Barnet,Retail,2014,16000
Barnet,Transportation and Storage,2014,3500
Barnet,Accomodation and food service activities,2014,9000
Barnet,Information and Communication,2014,5000
Barnet,Financial and insurance activities,2014,2250
Barnet,"Professional, Real Estate, Scientific and technical activities",2014,16000
Barnet,Administrative and support service activities,2014,10000
Barnet,Public Admin and defence,2014,5000
Barnet,Education,2014,15000
Barnet,Health,2014,19000
Barnet,"Arts, entertainment and recreation",2014,3500
Barnet,Other services,2014,3500
Barnet,Primary & Utilities,2015,300
Barnet,Manufacturing,2015,2500
Barnet,Construction,2015,6000
Barnet,Wholesale,2015,7000
Barnet,Retail,2015,17000
Barnet,Transportation and Storage,2015,3500
Barnet,Accomodation and food service activities,2015,8000
Barnet,Information and Communication,2015,6000
Barnet,Financial and insurance activities,2015,2250
Barnet,"Professional, Real Estate, Scientific and technical activities",2015,18000
Barnet,Administrative and support service activities,2015,11000
Barnet,Public Admin and defence,2015,5000
Barnet,Education,2015,16000
Barnet,Health,2015,20000
Barnet,"Arts, entertainment and recreation",2015,3000
Barnet,Other services,2015,3500
Barnet,Primary & Utilities,2016,350
Barnet,Manufacturing,2016,2500
Barnet,Construction,2016,7000
Barnet,Wholesale,2016,6000
Barnet,Retail,2016,15000
Barnet,Transportation and Storage,2016,4000
Barnet,Accomodation and food service activities,2016,8000
Barnet,Information and Communication,2016,6000
Barnet,Financial and insurance activities,2016,2250
Barnet,"Professional, Real Estate, Scientific and technical activities",2016,19000
Barnet,Administrative and support service activities,2016,11000
Barnet,Public Admin and defence,2016,4500
Barnet,Education,2016,15000
Barnet,Health,2016,20000
Barnet,"Arts, entertainment and recreation",2016,3000
Barnet,Other services,2016,4000
Barnet,Primary & Utilities,2017,350
Barnet,Manufacturing,2017,3000
Barnet,Construction,2017,8000
Barnet,Wholesale,2017,6000
Barnet,Retail,2017,15000
Barnet,Transportation and Storage,2017,4000
Barnet,Accomodation and food service activities,2017,9000
Barnet,Information and Communication,2017,6000
Barnet,Financial and insurance activities,2017,2250
Barnet,"Professional, Real Estate, Scientific and technical activities",2017,18000
Barnet,Administrative and support service activities,2017,12000
Barnet,Public Admin and defence,2017,3500
Barnet,Education,2017,16000
Barnet,Health,2017,21000
Barnet,"Arts, entertainment and recreation",2017,3000
Barnet,Other services,2017,3500
Barnet,Primary & Utilities,2018,300
Barnet,Manufacturing,2018,3000
Barnet,Construction,2018,8000
Barnet,Wholesale,2018,6000
Barnet,Retail,2018,15000
Barnet,Transportation and Storage,2018,3500
Barnet,Accomodation and food service activities,2018,10000
Barnet,Information and Communication,2018,6000
Barnet,Financial and insurance activities,2018,2000
Barnet,"Professional, Real Estate, Scientific and technical activities",2018,19000
Barnet,Administrative and support service activities,2018,12000
Barnet,Public Admin and defence,2018,3000
Barnet,Education,2018,15000
Barnet,Health,2018,19000
Barnet,"Arts, entertainment and recreation",2018,3000
Barnet,Other services,2018,4000
Barnet,Primary & Utilities,2019,400
Barnet,Manufacturing,2019,3500
Barnet,Construction,2019,9000
Barnet,Wholesale,2019,7000
Barnet,Retail,2019,15000
Barnet,Transportation and Storage,2019,5000
Barnet,Accomodation and food service activities,2019,9000
Barnet,Information and Communication,2019,7000
Barnet,Financial and insurance activities,2019,2250
Barnet,"Professional, Real Estate, Scientific and technical activities",2019,18000
Barnet,Administrative and support service activities,2019,12000
Barnet,Public Admin and defence,2019,3000
Barnet,Education,2019,14000
Barnet,Health,2019,20000
Barnet,"Arts, entertainment and recreation",2019,3000
Barnet,Other services,2019,3500
Barnet,Primary & Utilities,2020,500
Barnet,Manufacturing,2020,3500
Barnet,Construction,2020,8000
Barnet,Wholesale,2020,6000
Barnet,Retail,2020,16000
Barnet,Transportation and Storage,2020,5000
Barnet,Accomodation and food service activities,2020,9000
Barnet,Information and Communication,2020,6000
Barnet,Financial and insurance activities,2020,2000
Barnet,"Professional, Real Estate, Scientific and technical activities",2020,17000
Barnet,Administrative and support service activities,2020,10000
Barnet,Public Admin and defence,2020,3500
Barnet,Education,2020,15000
Barnet,Health,2020,21000
Barnet,"Arts, entertainment and recreation",2020,3000
Barnet,Other services,2020,3500
Barnet,Primary & Utilities,2021,600
Barnet,Manufacturing,2021,2500
Barnet,Construction,2021,8000
Barnet,Wholesale,2021,6000
Barnet,Retail,2021,17000
Barnet,Transportation and Storage,2021,4000
Barnet,Accomodation and food service activities,2021,9000
Barnet,Information and Communication,2021,6000
Barnet,Financial and insurance activities,2021,2500
Barnet,"Professional, Real Estate, Scientific and technical activities",2021,18000
Barnet,Administrative and support service activities,2021,11000
Barnet,Public Admin and defence,2021,4000
Barnet,Education,2021,15000
Barnet,Health,2021,22000
Barnet,"Arts, entertainment and recreation",2021,3000
Barnet,Other services,2021,4000
Bexley,Primary & Utilities,1996,1750
Bexley,Manufacturing,1996,6000
Bexley,Construction,1996,3000
Bexley,Wholesale,1996,4500
Bexley,Retail,1996,7000
Bexley,Transportation and Storage,1996,3000
Bexley,Accomodation and food service activities,1996,2250
Bexley,Information and Communication,1996,1500
Bexley,Financial and insurance activities,1996,2500
Bexley,"Professional, Real Estate, Scientific and technical activities",1996,3500
Bexley,Administrative and support service activities,1996,4000
Bexley,Public Admin and defence,1996,3000
Bexley,Education,1996,5000
Bexley,Health,1996,6000
Bexley,"Arts, entertainment and recreation",1996,700
Bexley,Other services,1996,1750
Bexley,Primary & Utilities,1997,1500
Bexley,Manufacturing,1997,6000
Bexley,Construction,1997,3500
Bexley,Wholesale,1997,4000
Bexley,Retail,1997,7000
Bexley,Transportation and Storage,1997,2500
Bexley,Accomodation and food service activities,1997,2500
Bexley,Information and Communication,1997,2250
Bexley,Financial and insurance activities,1997,2500
Bexley,"Professional, Real Estate, Scientific and technical activities",1997,4000
Bexley,Administrative and support service activities,1997,4000
Bexley,Public Admin and defence,1997,3500
Bexley,Education,1997,5000
Bexley,Health,1997,6000
Bexley,"Arts, entertainment and recreation",1997,500
Bexley,Other services,1997,1500
Bexley,Primary & Utilities,1998,2000
Bexley,Manufacturing,1998,7000
Bexley,Construction,1998,4500
Bexley,Wholesale,1998,4500
Bexley,Retail,1998,8000
Bexley,Transportation and Storage,1998,2500
Bexley,Accomodation and food service activities,1998,3000
Bexley,Information and Communication,1998,2500
Bexley,Financial and insurance activities,1998,3500
Bexley,"Professional, Real Estate, Scientific and technical activities",1998,4500
Bexley,Administrative and support service activities,1998,5000
Bexley,Public Admin and defence,1998,3000
Bexley,Education,1998,5000
Bexley,Health,1998,6000
Bexley,"Arts, entertainment and recreation",1998,700
Bexley,Other services,1998,1250
Bexley,Primary & Utilities,1999,1750
Bexley,Manufacturing,1999,8000
Bexley,Construction,1999,4500
Bexley,Wholesale,1999,5000
Bexley,Retail,1999,9000
Bexley,Transportation and Storage,1999,2250
Bexley,Accomodation and food service activities,1999,4000
Bexley,Information and Communication,1999,2500
Bexley,Financial and insurance activities,1999,3000
Bexley,"Professional, Real Estate, Scientific and technical activities",1999,5000
Bexley,Administrative and support service activities,1999,5000
Bexley,Public Admin and defence,1999,3000
Bexley,Education,1999,5000
Bexley,Health,1999,7000
Bexley,"Arts, entertainment and recreation",1999,900
Bexley,Other services,1999,1500
Bexley,Primary & Utilities,2000,2000
Bexley,Manufacturing,2000,7000
Bexley,Construction,2000,5000
Bexley,Wholesale,2000,5000
Bexley,Retail,2000,8000
Bexley,Transportation and Storage,2000,3000
Bexley,Accomodation and food service activities,2000,4000
Bexley,Information and Communication,2000,2500
Bexley,Financial and insurance activities,2000,2500
Bexley,"Professional, Real Estate, Scientific and technical activities",2000,4000
Bexley,Administrative and support service activities,2000,4500
Bexley,Public Admin and defence,2000,3000
Bexley,Education,2000,5000
Bexley,Health,2000,6000
Bexley,"Arts, entertainment and recreation",2000,900
Bexley,Other services,2000,1500
Bexley,Primary & Utilities,2001,2000
Bexley,Manufacturing,2001,7000
Bexley,Construction,2001,5000
Bexley,Wholesale,2001,5000
Bexley,Retail,2001,8000
Bexley,Transportation and Storage,2001,2500
Bexley,Accomodation and food service activities,2001,3500
Bexley,Information and Communication,2001,3000
Bexley,Financial and insurance activities,2001,3500
Bexley,"Professional, Real Estate, Scientific and technical activities",2001,4000
Bexley,Administrative and support service activities,2001,4500
Bexley,Public Admin and defence,2001,3000
Bexley,Education,2001,6000
Bexley,Health,2001,6000
Bexley,"Arts, entertainment and recreation",2001,900
Bexley,Other services,2001,1500
Bexley,Primary & Utilities,2002,1750
Bexley,Manufacturing,2002,6000
